4,Far,Daleko,,none
4,Emergency Survival Phrases,Izrazi u nuždi i za preživljavanje,,none
1000,Help!,Upomoč!,,none
1000,Stop!,Stanite!,,none
1000,Fire!,Vatra!,,none
1000,Thief!,Lopovi!,,none
1000,Run!,Trčite!,,none
1000,Watch out! (or: be alert!),Oprez!,,none
1000,Call the police!,Pozovite policiju!,,none
1000,Call a doctor!,Pozovite liječnika!,,none
4,Call the ambulance!,Pozovite hitnu pomoč!,,none
4,Are you okay?,Jeste li dobro?,,none
4,I feel sick,Loše se osječam,,none
4,I need a doctor,Trebam liječnika,,none
4,Accident,Nezgoda,,none
4,Food poisoning,Trovanje hranom,,none
4,Where is the closest pharmacy?,Gdje je najbliža ljekarna,,none
4,It hurts here,Ovdje me boli,,none
4,It's urgent!,Hitno je!,,none
4,Calm down!,Smirite se!,,none
4,You will be okay!,Sve če biti u redu!,,none
4,Can you help me?,Možete li mi pomoči?,,none
4,Can I help you?,Mogu li Vam pomoči?,,none
4,Hotel Restaurant Travel Phrases,"Izrazi za hotele, restorane i putovanja",,none
4,I have a reservation (for a room),Imam rezervaciju.,,none
4,Do you have rooms available?,Imate li slobodnih soba,,none
4,With shower / With bathroom,s tušem/s kupaonicom,,none
4,I would like a non-smoking room,Molim sobu za nepušače,,none
4,What is the charge per night?,Kolika je cijena nočenja?,,none
4,I'm here on business /on vacation,Ovdje sam poslovno/na odmoru,,none
500,Dirty,Prljavo,,none
500,Clean,čisto,,none
4,Do you accept credit cards?,Primate li kreditne kartice?,,none
4,I'd like to rent a car,želio bih unajmiti automobil,,none
4,How much will it cost?,Koliko če to koštatič,,none
4,A table for (one / two) please!,Stol za jednu osobu (dvije osobe) molim!,,none
4,Is this seat taken?,Je li ovo mjesto zauzeto?,,none
4,I'm vegetarian,Ja sam vegetarijanac (m),,none
4,I don't eat pork,Ne jedem svinjetinu,,none
4,I don't drink alcohol,Ne pijem alkohol,,none
4,What's the name of this dish?,Kako se zove ovo jelo?,,none
4,Waiter / waitress!,Konobar /konobarica,,none
4,Can we have the check please?,Možemo li dobiti račun molim!,,none
4,It is very delicious!,Vrlo je ukusno,,none
4,I don't like it,Ne sviča mi se,,none
4,Shopping Expressions,Izrazi kod kupnje,,none
4,How much is this?,Koliko košta ovo?,,none
4,I'm just looking,Samo razgledavam,,none
4,I don't have change,Nemam sitnoga,,none
4,This is too expensive,Preskupo je,,none
4,Expensive,Skupo,,none
4,Cheap,Jeftino,,none
4,Daily Expressions,Različiti izrazi,,none
4,What time is it?,Koliko je sati?,,none
4,It's 3 o'clock,3 su sata.,,none
4,Give me this!,Daj mi to! (friendly),,none
4,Are you sure?,Jesi li siguran? (friendly masculine); Jesi li sigurna? (friendly feminine),,none
4,Take this! (when giving something),Uzmi ovo! (friendly),,none
4,It's freezing (weather),,,none
4,It's cold (weather),Hladno je.,,none
150,It's hot (weather),Vruče je.,,none
4,Do you like it?,Sviča li ti se? (friendly),,none
500,I really like it!,Stvarno mi se sviča!,,none
4,I'm hungry,Gladan sam (masculine); Gladna sam (feminine),,none
4,I'm thirsty,žedan sam (masculine); žedna sam (feminine),,none
4,He is funny,Zabavan je.,,none
4,In The Morning,ujutro,,none
4,In the evening,uvečer,,none
4,At Night,noču,,none
4,Hurry up!,Požuri! (friendly),,none
4,This is nonsense! (or: this is craziness),To je besmisleno!,,none
4,My God! (to show amazement),Bože!,,none
4,Oh gosh! (when making a mistake),Joj!,,none
4,It sucks! (or: this is not good),Ne valja!,,none
4,What's wrong with you?,Što ti je? (friendly),,none
4,Are you crazy?,Jesi li ti lud!? (friendly masc.) Jesi li ti luda!? (friendly fem.),,none
4,Get lost! (or: go away!),Gubi se!,,none
4,Leave me alone!,Ostavi me na miru!,,none
4,I'm not interested!,Ne zanima me!,,none
4,Dear John,Dragi John,,none
4,My trip was very nice,Moje putovanje bilo je jako ugodno.,,none
4,The culture and people were very interesting,Kultura i ljudi su bili vrlo zanimljivi.,,none
4,I had a good time with you,Bilo mi je jako ugodno s tobom.,,none
4,I would love to visit your country again,Voljela bih ponovo posjetiti tvoju zemlju. (f.) Volio bih ponovo posjetiti tvoju zemlju. (m.),,none
